"Date","ETF","Weight"
2024-01-02,"黄金ETF",0
2024-01-03,"黄金ETF",0
2024-01-04,"黄金ETF",0
2024-01-05,"黄金ETF",0
2024-01-08,"黄金ETF",0
2024-01-09,"黄金ETF",0
2024-01-10,"黄金ETF",0
2024-01-11,"黄金ETF",0
2024-01-12,"黄金ETF",0
2024-01-15,"黄金ETF",0
2024-01-16,"黄金ETF",0
2024-01-17,"黄金ETF",0
2024-01-18,"黄金ETF",0
2024-01-19,"黄金ETF",0
2024-01-22,"黄金ETF",0
2024-01-23,"黄金ETF",0
2024-01-24,"黄金ETF",0
2024-01-25,"黄金ETF",0
2024-01-26,"黄金ETF",0
2024-01-29,"黄金ETF",0
2024-01-30,"黄金ETF",0
2024-01-31,"黄金ETF",0
2024-02-01,"黄金ETF",0.175876344145796
2024-02-02,"黄金ETF",0.112353598852904
2024-02-05,"黄金ETF",0
2024-02-06,"黄金ETF",0
2024-02-07,"黄金ETF",0.0873000723559562
2024-02-08,"黄金ETF",0.184721552812091
2024-02-19,"黄金ETF",0
2024-02-20,"黄金ETF",0
2024-02-21,"黄金ETF",0
2024-02-22,"黄金ETF",0.0443986286418801
2024-02-23,"黄金ETF",0.0761847861462584
2024-02-26,"黄金ETF",0.0648456183173353
2024-02-27,"黄金ETF",0.136138797632447
2024-02-28,"黄金ETF",0.0996290595287256
2024-02-29,"黄金ETF",0.168139039220633
2024-03-01,"黄金ETF",0.346129094107215
2024-03-04,"黄金ETF",0.351646146348917
2024-03-05,"黄金ETF",0.397190619911977
2024-03-06,"黄金ETF",0.40985028070846
2024-03-07,"黄金ETF",0.415431596815895
2024-03-08,"黄金ETF",0.347496817087252
2024-03-11,"黄金ETF",0.362122417313307
2024-03-12,"黄金ETF",0.402764265321897
2024-03-13,"黄金ETF",0.435766458839304
2024-03-14,"黄金ETF",0.458123921007134
2024-03-15,"黄金ETF",0.537110589744632
2024-03-18,"黄金ETF",0.483139362771141
2024-03-19,"黄金ETF",0.557277303359369
2024-03-20,"黄金ETF",0.55380520849569
2024-03-21,"黄金ETF",0.625843132082643
2024-03-22,"黄金ETF",0.71778125712401
2024-03-25,"黄金ETF",0.635850038879072
2024-03-26,"黄金ETF",0.66242172175091
2024-03-27,"黄金ETF",0.690545743842885
2024-03-28,"黄金ETF",0.752674003291057
2024-03-29,"黄金ETF",0.888301261434717
2024-04-01,"黄金ETF",0.80489395875711
2024-04-02,"黄金ETF",0.84792188889829
2024-04-03,"黄金ETF",0.910357966419369
2024-04-08,"黄金ETF",0.881496154546409
2024-04-09,"黄金ETF",1
2024-04-10,"黄金ETF",0.841651832800153
2024-04-11,"黄金ETF",1
2024-04-12,"黄金ETF",0.906650816170005
2024-04-15,"黄金ETF",0.940934635717259
2024-04-16,"黄金ETF",1
2024-04-17,"黄金ETF",1
2024-04-18,"黄金ETF",1
2024-04-19,"黄金ETF",1
2024-04-22,"黄金ETF",1
2024-04-23,"黄金ETF",1
2024-04-24,"黄金ETF",1
2024-04-25,"黄金ETF",1
2024-04-26,"黄金ETF",0.660366145070779
2024-04-29,"黄金ETF",0.544960565201269
2024-04-30,"黄金ETF",0.527037898145169
2024-05-06,"黄金ETF",0.440379058621496
2024-05-07,"黄金ETF",0.413514973133178
2024-05-08,"黄金ETF",0.224152285143746
2024-05-09,"黄金ETF",0
2024-05-10,"黄金ETF",0.0277650981343901
2024-05-13,"黄金ETF",0
2024-05-14,"黄金ETF",0
2024-05-15,"黄金ETF",0
2024-05-16,"黄金ETF",0.0178077082068294
2024-05-17,"黄金ETF",0
2024-05-20,"黄金ETF",0.130631826821103
2024-05-21,"黄金ETF",0.0621788392802029
2024-05-22,"黄金ETF",0.0276506656581344
2024-05-23,"黄金ETF",0.00913833988667017
2024-05-24,"黄金ETF",0.119872475835189
2024-05-27,"黄金ETF",0.0777325017149563
2024-05-28,"黄金ETF",0.0581137223926176
2024-05-29,"黄金ETF",0.0710234561697275
2024-05-30,"黄金ETF",0.075246258880407
2024-05-31,"黄金ETF",0.167968622184493
2024-06-03,"黄金ETF",0.127843187692323
2024-06-04,"黄金ETF",0.259869240560311
2024-06-05,"黄金ETF",0.194604337702489
2024-06-06,"黄金ETF",0.266966905060156
2024-06-07,"黄金ETF",0.0904396143915533
2024-06-11,"黄金ETF",0
2024-06-12,"黄金ETF",0
2024-06-13,"黄金ETF",0
2024-06-14,"黄金ETF",0
2024-06-17,"黄金ETF",0
2024-06-18,"黄金ETF",0
2024-06-19,"黄金ETF",0
2024-06-20,"黄金ETF",0
2024-06-21,"黄金ETF",0.0547486836704398
2024-06-24,"黄金ETF",0
2024-06-25,"黄金ETF",0
2024-06-26,"黄金ETF",0
2024-06-27,"黄金ETF",0
2024-06-28,"黄金ETF",0
2024-07-01,"黄金ETF",0
2024-07-02,"黄金ETF",0.0324447241040056
2024-07-03,"黄金ETF",0
2024-07-04,"黄金ETF",0.0803905601075125
2024-07-05,"黄金ETF",0
2024-07-08,"黄金ETF",0
2024-07-09,"黄金ETF",0.251714759368926
2024-07-10,"黄金ETF",0.315354591449942
2024-07-11,"黄金ETF",0.36843245820848
2024-07-12,"黄金ETF",0.655733352098964
2024-07-15,"黄金ETF",0.539330854090777
2024-07-16,"黄金ETF",0.652767751431298
2024-07-17,"黄金ETF",0.69002425186598
2024-07-18,"黄金ETF",0.614076547970884
2024-07-19,"黄金ETF",0.172909549503258
2024-07-22,"黄金ETF",0.407098551395346
2024-07-23,"黄金ETF",0.400869756768531
2024-07-24,"黄金ETF",1
2024-07-25,"黄金ETF",1
2024-07-26,"黄金ETF",1
2024-07-29,"黄金ETF",1
2024-07-30,"黄金ETF",1
2024-07-31,"黄金ETF",0.737692745719936
2024-08-01,"黄金ETF",0.86341623522481
2024-08-02,"黄金ETF",1
2024-08-05,"黄金ETF",0
2024-08-06,"黄金ETF",0
2024-08-07,"黄金ETF",0
2024-08-08,"黄金ETF",0
2024-08-09,"黄金ETF",0
2024-08-12,"黄金ETF",1
2024-08-13,"黄金ETF",0
2024-08-14,"黄金ETF",0
2024-08-15,"黄金ETF",0
2024-08-16,"黄金ETF",0.73071335629703
2024-08-19,"黄金ETF",1
2024-08-20,"黄金ETF",0.973115603691213
2024-08-21,"黄金ETF",0.641435887581492
2024-08-22,"黄金ETF",0.707928601619418
2024-08-23,"黄金ETF",0.707495270041043
2024-08-26,"黄金ETF",0.805749759721946
2024-08-27,"黄金ETF",0.797231599283667
2024-08-28,"黄金ETF",0.786465756009422
2024-08-29,"黄金ETF",1
2024-08-30,"黄金ETF",0.36089215649084
2024-09-02,"黄金ETF",0.414993903937929
2024-09-03,"黄金ETF",0.585990587968735
2024-09-04,"黄金ETF",0.803642102581877
2024-09-05,"黄金ETF",0.737655013591016
2024-09-06,"黄金ETF",0.814143464602661
2024-09-09,"黄金ETF",0.918813293760524
2024-09-10,"黄金ETF",1
2024-09-11,"黄金ETF",1
2024-09-12,"黄金ETF",0.958676280040089
2024-09-13,"黄金ETF",1
2024-09-18,"黄金ETF",1
2024-09-19,"黄金ETF",1
2024-09-20,"黄金ETF",1
2024-09-23,"黄金ETF",1
2024-09-24,"黄金ETF",0.86389091792675
2024-09-25,"黄金ETF",0.75502040732054
2024-09-26,"黄金ETF",0.562901867701756
2024-09-27,"黄金ETF",0.421862088599747
2024-09-30,"黄金ETF",0.356177557236771
2024-10-08,"黄金ETF",0.370835014313634
2024-10-09,"黄金ETF",0.413277192394796
2024-10-10,"黄金ETF",0.410691432454753
2024-10-11,"黄金ETF",0.393611664031446
2024-10-14,"黄金ETF",0.400274163532742
2024-10-15,"黄金ETF",0.384357369652247
2024-10-16,"黄金ETF",0.478989776656903
2024-10-17,"黄金ETF",0.470998358544994
2024-10-18,"黄金ETF",0.477398820789172
2024-10-21,"黄金ETF",0.568173953454965
2024-10-22,"黄金ETF",0.555184566391755
2024-10-23,"黄金ETF",0.543265628418932
2024-10-24,"黄金ETF",0.583704948011148
2024-10-25,"黄金ETF",0.536488285445068
2024-10-28,"黄金ETF",0.491010735492513
2024-10-29,"黄金ETF",0.57044573107487
2024-10-30,"黄金ETF",0.544278734958538
2024-10-31,"黄金ETF",0.675866928029301
2024-11-01,"黄金ETF",0.701062099492337
2024-11-04,"黄金ETF",0.717130652044438
2024-11-05,"黄金ETF",0.704900120034605
2024-11-06,"黄金ETF",0.616218374854308
2024-11-07,"黄金ETF",0.35740558283501
2024-11-08,"黄金ETF",0.281519224764873
2024-11-11,"黄金ETF",0.216962435250075
2024-11-12,"黄金ETF",0.0299048941211039
2024-11-13,"黄金ETF",0
2024-11-14,"黄金ETF",0
2024-11-15,"黄金ETF",0
2024-11-18,"黄金ETF",0
2024-11-19,"黄金ETF",0
2024-11-20,"黄金ETF",0
2024-11-21,"黄金ETF",0
2024-11-22,"黄金ETF",0.0686943200955819
2024-11-25,"黄金ETF",0
2024-11-26,"黄金ETF",0
2024-11-27,"黄金ETF",0
2024-11-28,"黄金ETF",0
2024-11-29,"黄金ETF",0
2024-12-02,"黄金ETF",0
2024-12-03,"黄金ETF",0
2024-12-04,"黄金ETF",0
2024-12-05,"黄金ETF",0.145204812229753
2024-12-06,"黄金ETF",0.033937481852793
2024-12-09,"黄金ETF",0.0873834589256247
2024-12-10,"黄金ETF",0.359611128613534
2024-12-11,"黄金ETF",0.410561533746519
2024-12-12,"黄金ETF",0.523602299392297
2024-12-13,"黄金ETF",0.382276208225988
2024-12-16,"黄金ETF",0.222526882192166
2024-12-17,"黄金ETF",0.115518047090922
2024-12-18,"黄金ETF",0.110113655906046
2024-12-19,"黄金ETF",0
2024-12-20,"黄金ETF",0
2024-12-23,"黄金ETF",0.095536473255346
2024-12-24,"黄金ETF",0.171924455105837
2024-12-25,"黄金ETF",0.105690338877239
2024-12-26,"黄金ETF",0.156112970526995
2024-12-27,"黄金ETF",0.074145103024686
2024-12-30,"黄金ETF",0.194645447219774
2024-12-31,"黄金ETF",0
2025-01-02,"黄金ETF",0.316956655953628
2025-01-03,"黄金ETF",0.581972813685101
2025-01-06,"黄金ETF",0.397822159146375
2025-01-07,"黄金ETF",0.453417262195218
2025-01-08,"黄金ETF",0.488402255440463
2025-01-09,"黄金ETF",0.443664743312484
2025-01-10,"黄金ETF",0.687871533294747
2025-01-13,"黄金ETF",1
2025-01-14,"黄金ETF",1
2025-01-15,"黄金ETF",1
2025-01-16,"黄金ETF",1
2025-01-17,"黄金ETF",0.984026615987883
2025-01-20,"黄金ETF",0.770476140707497
2025-01-21,"黄金ETF",1
2025-01-22,"黄金ETF",0.940247306101473
2025-01-23,"黄金ETF",1
2025-01-24,"黄金ETF",1
2025-01-27,"黄金ETF",1
2025-02-05,"黄金ETF",1
2025-02-06,"黄金ETF",0.999172085108953
2025-02-07,"黄金ETF",0.770522106687704
2025-02-10,"黄金ETF",0.688157052932621
2025-02-11,"黄金ETF",0.731346768904303
2025-02-12,"黄金ETF",0.69143744198702
2025-02-13,"黄金ETF",0.697544779516275
2025-02-14,"黄金ETF",0.64250756077764
2025-02-17,"黄金ETF",0.457487178516544
2025-02-18,"黄金ETF",0.392345599241615
2025-02-19,"黄金ETF",0.54079389038755
2025-02-20,"黄金ETF",0.523919188582766
2025-02-21,"黄金ETF",0.484180706059775
2025-02-24,"黄金ETF",0.521455375208362
2025-02-25,"黄金ETF",0.651999766665273
2025-02-26,"黄金ETF",0.560638062300738
2025-02-27,"黄金ETF",0.411101027235945
2025-02-28,"黄金ETF",0.551011972897252
2025-03-03,"黄金ETF",0.668097336250392
2025-03-04,"黄金ETF",0.652700635580171
2025-03-05,"黄金ETF",0.38825191559842
2025-03-06,"黄金ETF",0.427543983964678
2025-03-07,"黄金ETF",0.558837662341597
2025-03-10,"黄金ETF",0.371977654899494
2025-03-11,"黄金ETF",0
2025-03-12,"黄金ETF",0
2025-03-13,"黄金ETF",0.62515334194865
2025-03-14,"黄金ETF",0.419411567794178
2025-03-17,"黄金ETF",0.75007957567672
2025-03-18,"黄金ETF",0.625132239608598
2025-03-19,"黄金ETF",0.688744407314123
2025-03-20,"黄金ETF",0.739403778538817
2025-03-21,"黄金ETF",1
2025-03-24,"黄金ETF",1
2025-03-25,"黄金ETF",0.93843284282702
2025-03-26,"黄金ETF",1
2025-03-27,"黄金ETF",1
2025-03-28,"黄金ETF",0.96016432107048
2025-03-31,"黄金ETF",0.987375439549913
2025-04-01,"黄金ETF",0.982826945585507
2025-04-02,"黄金ETF",1
2025-04-03,"黄金ETF",1
2025-04-07,"黄金ETF",1
2025-04-08,"黄金ETF",1
2025-04-09,"黄金ETF",1
2025-04-10,"黄金ETF",0.967304123503922
2025-04-11,"黄金ETF",0.984937569022411
2025-04-14,"黄金ETF",0.973309371405893
2025-04-15,"黄金ETF",1
2025-04-16,"黄金ETF",1
2025-04-17,"黄金ETF",1
2025-04-18,"黄金ETF",1
2025-04-21,"黄金ETF",1
2025-04-22,"黄金ETF",1
2025-04-23,"黄金ETF",1
2025-04-24,"黄金ETF",1
2025-04-25,"黄金ETF",1
2025-04-28,"黄金ETF",1
2025-04-29,"黄金ETF",0.780549624070739
2025-04-30,"黄金ETF",0.848347178294667
2025-05-06,"黄金ETF",0.865782215272855
2025-05-07,"黄金ETF",0.755825981606584
2025-05-08,"黄金ETF",0.200767598276284
2025-05-09,"黄金ETF",0.209548481774284
2025-05-12,"黄金ETF",0.128469665050637
2025-05-13,"黄金ETF",0.0760622591185428
2025-05-14,"黄金ETF",0.0111074039125302
2025-05-15,"黄金ETF",0
2025-05-16,"黄金ETF",0
2025-05-19,"黄金ETF",0
2025-05-20,"黄金ETF",0
2025-05-21,"黄金ETF",0
2025-05-22,"黄金ETF",0
2025-05-23,"黄金ETF",0
2025-05-26,"黄金ETF",0
2025-05-27,"黄金ETF",0
2025-05-28,"黄金ETF",0
2025-05-29,"黄金ETF",0
